order_id,order_date,customer_id,region,product,channel,quantity,discount_pct,unit_price,revenue
88,2025-12-25,14570,Praha,Laptop,Store,3,0.15,25000,63750.0
89,2025-12-20,22414,Olomouc,Mouse,Online,4,0.15,800,2720.0
90,2024-12-03,19136,Plzeň,Headphones,Online,4,0.05,2500,9500.0
91,2024-02-22,46123,Ostrava,Monitor,Store,4,0.15,7000,23800.0
92,2024-08-04,41341,Plzeň,Mouse,Store,2,0.1,800,1440.0
93,2024-07-06,21429,Plzeň,Laptop,Partner,5,0.05,25000,118750.0
94,2025-01-14,19706,Plzeň,Headphones,Online,1,0.15,2500,2125.0
95,2025-05-07,28084,Ostrava,Laptop,Partner,3,0.15,25000,63750.0
96,2024-02-10,13923,Ostrava,Laptop,Online,2,0.05,25000,47500.0
97,2024-06-05,9663,Plzeň,Laptop,Partner,2,0.0,25000,50000.0
98,2024-01-15,37361,Praha,Monitor,Online,4,0.0,7000,28000.0
99,2024-03-05,24779,Olomouc,Mouse,Online,3,0.15,800,2040.0
100,2025-06-04,21618,Brno,Laptop,Online,3,0.0,25000,75000.0
101,2024-12-09,48048,Brno,Keyboard,Store,5,0.05,1500,7125.0
102,2024-05-08,35422,Praha,Keyboard,Partner,2,0.15,1500,2550.0
103,2025-10-09,18618,Plzeň,Monitor,Online,3,0.15,7000,17850.0
104,2025-04-16,42779,Praha,Headphones,Partner,2,0.15,2500,4250.0
105,2024-03-03,4249,Plzeň,Keyboard,Online,1,0.1,1500,1350.0
106,2024-05-18,9747,Ostrava,Headphones,Online,4,0.15,2500,8500.0
107,2025-05-13,32766,Brno,Headphones,Online,4,0.0,2500,10000.0
108,2025-08-15,1965,Brno,Headphones,Store,1,0.0,2500,2500.0
109,2025-01-26,39602,Praha,Mouse,Partner,1,0.0,800,800.0
110,2025-11-05,47278,Praha,Mouse,Online,5,0.1,800,3600.0
111,2025-02-22,24712,Ostrava,Laptop,Store,5,0.05,25000,118750.0
112,2024-10-15,34202,Praha,Mouse,Online,5,0.1,800,3600.0
113,2025-01-13,32117,Plzeň,Mouse,Store,5,0.0,800,4000.0
114,2025-05-04,38456,Praha,Monitor,Online,4,0.0,7000,28000.0
115,2024-08-18,44476,Praha,Keyboard,Partner,5,0.0,1500,7500.0
116,2024-02-10,6875,Plzeň,Laptop,Store,4,0.05,25000,95000.0
117,2024-01-28,17476,Ostrava,Monitor,Partner,1,0.1,7000,6300.0
118,2024-05-14,43735,Olomouc,Mouse,Online,1,0.0,800,800.0
119,2024-07-19,9304,Brno,Monitor,Online,5,0.05,7000,33250.0
120,2024-02-02,20618,Praha,Mouse,Online,5,0.05,800,3800.0
121,2024-02-17,47702,Brno,Keyboard,Partner,2,0.1,1500,2700.0
122,2025-05-17,37665,Olomouc,Keyboard,Partner,2,0.05,1500,2850.0
123,2025-02-10,20422,Ostrava,Headphones,Partner,3,0.1,2500,6750.0
124,2025-07-27,18317,Olomouc,Headphones,Online,4,0.1,2500,9000.0
125,2025-12-28,9876,Plzeň,Keyboard,Online,4,0.05,1500,5700.0
126,2024-04-08,12018,Plzeň,Keyboard,Store,5,0.05,1500,7125.0
127,2025-11-14,46579,Praha,Mouse,Partner,2,0.05,800,1520.0
128,2025-12-26,31708,Brno,Monitor,Store,1,0.0,7000,7000.0
129,2025-06-30,23848,Olomouc,Keyboard,Store,4,0.1,1500,5400.0
130,2025-09-04,26458,Praha,Mouse,Online,2,0.0,800,1600.0
131,2025-04-06,38254,Praha,Headphones,Online,4,0.1,2500,9000.0
132,2025-10-04,3424,Ostrava,Keyboard,Online,4,0.1,1500,5400.0
133,2024-01-05,3006,Praha,Mouse,Store,2,0.15,800,1360.0
134,2024-08-05,16237,Plzeň,Headphones,Partner,5,0.05,2500,11875.0
135,2025-05-17,30402,Olomouc,Monitor,Online,5,0.1,7000,31500.0
136,2025-02-01,14345,Plzeň,Keyboard,Online,1,0.05,1500,1425.0
137,2025-01-27,8197,Plzeň,Laptop,Partner,4,0.05,25000,95000.0
138,2024-07-25,39358,Praha,Keyboard,Store,1,0.0,1500,1500.0
139,2024-01-15,20464,Ostrava,Mouse,Store,2,0.1,800,1440.0
140,2025-07-07,8622,Plzeň,Keyboard,Online,1,0.0,1500,1500.0
141,2025-04-05,3531,Brno,Monitor,Store,1,0.0,7000,7000.0
142,2025-11-21,41635,Olomouc,Laptop,Partner,5,0.05,25000,118750.0
143,2025-07-28,2650,Olomouc,Monitor,Partner,5,0.15,7000,29750.0
144,2024-08-28,42061,Plzeň,Monitor,Partner,3,0.0,7000,21000.0
145,2025-07-17,49332,Ostrava,Keyboard,Partner,5,0.15,1500,6375.0
146,2024-04-05,18788,Ostrava,Laptop,Partner,4,0.05,25000,95000.0
147,2025-04-29,39405,Praha,Mouse,Partner,2,0.15,800,1360.0
148,2025-02-10,4492,Ostrava,Keyboard,Store,1,0.1,1500,1350.0
149,2024-08-18,2108,Praha,Keyboard,Partner,3,0.1,1500,4050.0
150,2025-10-16,11581,Olomouc,Keyboard,Store,4,0.0,1500,6000.0
151,2024-06-19,5258,Ostrava,Mouse,Store,5,0.05,800,3800.0
152,2025-06-24,30645,Ostrava,Mouse,Store,2,0.1,800,1440.0
153,2024-02-05,5446,Praha,Monitor,Partner,5,0.0,7000,35000.0
154,2025-06-08,21151,Ostrava,Laptop,Store,5,0.0,25000,125000.0
155,2024-06-08,46637,Ostrava,Keyboard,Partner,3,0.0,1500,4500.0
156,2025-11-29,10944,Praha,Laptop,Online,1,0.0,25000,25000.0
157,2024-08-30,31518,Plzeň,Monitor,Store,1,0.0,7000,7000.0
158,2024-03-26,22015,Ostrava,Laptop,Partner,1,0.0,25000,25000.0
159,2025-07-31,40281,Ostrava,Mouse,Store,5,0.15,800,3400.0
160,2025-11-12,24729,Brno,Headphones,Online,4,0.05,2500,9500.0
161,2025-07-10,34132,Plzeň,Laptop,Partner,3,0.05,25000,71250.0
162,2025-07-27,46198,Olomouc,Laptop,Store,5,0.1,25000,112500.0
163,2025-10-07,26315,Brno,Mouse,Store,4,0.15,800,2720.0
164,2024-01-28,22653,Ostrava,Headphones,Online,4,0.15,2500,8500.0
165,2025-09-11,47198,Plzeň,Keyboard,Store,2,0.1,1500,2700.0
166,2025-07-09,49321,Brno,Keyboard,Partner,4,0.05,1500,5700.0
167,2024-12-05,49272,Brno,Keyboard,Partner,3,0.05,1500,4275.0
168,2024-11-26,22158,Ostrava,Mouse,Partner,3,0.0,800,2400.0
169,2025-10-01,5323,Plzeň,Laptop,Online,3,0.15,25000,63750.0
170,2025-05-20,35652,Praha,Headphones,Store,5,0.1,2500,11250.0
171,2024-12-13,25787,Praha,Mouse,Partner,2,0.1,800,1440.0
172,2025-04-17,4884,Brno,Laptop,Store,1,0.15,25000,21250.0
173,2024-08-18,35293,Praha,Mouse,Partner,4,0.05,800,3040.0
174,2024-07-08,24208,Ostrava,Keyboard,Partner,3,0.15,1500,3825.0
175,2024-08-12,9678,Olomouc,Monitor,Store,4,0.15,7000,23800.0
176,2025-01-19,3989,Praha,Laptop,Partner,5,0.1,25000,112500.0
177,2025-01-11,11663,Plzeň,Keyboard,Partner,5,0.1,1500,6750.0
178,2024-10-09,16987,Brno,Headphones,Store,4,0.1,2500,9000.0
179,2025-09-24,18902,Ostrava,Keyboard,Partner,2,0.1,1500,2700.0
180,2025-09-19,4810,Ostrava,Laptop,Partner,1,0.05,25000,23750.0
181,2024-09-15,13642,Plzeň,Keyboard,Store,3,0.0,1500,4500.0
182,2024-12-24,45648,Ostrava,Keyboard,Online,3,0.1,1500,4050.0
183,2025-12-10,1140,Praha,Keyboard,Online,5,0.0,1500,7500.0
184,2025-03-31,6620,Brno,Headphones,Online,3,0.15,2500,6375.0
185,2025-02-14,41367,Ostrava,Laptop,Partner,1,0.1,25000,22500.0
186,2025-10-10,14849,Olomouc,Mouse,Online,4,0.0,800,3200.0
187,2024-11-13,48203,Ostrava,Laptop,Partner,5,0.0,25000,125000.0
188,2025-11-07,15038,Plzeň,Headphones,Partner,5,0.05,2500,11875.0
189,2024-08-12,8417,Olomouc,Laptop,Online,4,0.0,25000,100000.0
190,2024-08-21,29535,Ostrava,Mouse,Online,4,0.15,800,2720.0
191,2025-11-14,29032,Plzeň,Headphones,Partner,5,0.0,2500,12500.0
192,2025-10-25,14093,Brno,Laptop,Online,4,0.15,25000,85000.0
193,2025-01-08,46876,Ostrava,Mouse,Partner,3,0.1,800,2160.0
194,2025-11-02,22432,Brno,Monitor,Online,4,0.0,7000,28000.0
195,2025-08-30,40717,Plzeň,Monitor,Partner,4,0.15,7000,23800.0
196,2025-04-16,7785,Ostrava,Keyboard,Store,5,0.05,1500,7125.0
197,2024-08-20,12173,Praha,Monitor,Store,1,0.05,7000,6650.0
198,2025-11-22,9964,Praha,Laptop,Partner,5,0.15,25000,106250.0
199,2024-04-22,17585,Plzeň,Headphones,Store,5,0.0,2500,12500.0
200,2025-05-11,44658,Praha,Keyboard,Partner,1,0.15,1500,1275.0
201,2025-03-17,37873,Olomouc,Keyboard,Store,5,0.0,1500,7500.0
202,2025-07-17,39797,Olomouc,Mouse,Store,2,0.15,800,1360.0
203,2024-09-24,18017,Olomouc,Headphones,Partner,1,0.0,2500,2500.0
204,2025-05-24,3680,Plzeň,Mouse,Store,5,0.1,800,3600.0
205,2025-01-20,46633,Praha,Keyboard,Online,1,0.0,1500,1500.0
206,2025-01-21,31848,Praha,Monitor,Online,5,0.05,7000,33250.0
207,2024-04-22,25495,Olomouc,Laptop,Partner,5,0.15,25000,106250.0
208,2025-09-04,47633,Praha,Mouse,Partner,2,0.15,800,1360.0
209,2025-09-16,20973,Brno,Mouse,Store,4,0.05,800,3040.0
210,2024-03-21,5079,Brno,Headphones,Partner,3,0.15,2500,6375.0
211,2025-11-29,28475,Plzeň,Headphones,Store,4,0.0,2500,10000.0
212,2024-04-22,24235,Brno,Monitor,Online,3,0.15,7000,17850.0
213,2024-01-02,10523,Olomouc,Laptop,Store,1,0.05,25000,23750.0
214,2025-10-03,34774,Ostrava,Laptop,Partner,3,0.05,25000,71250.0
215,2024-08-07,15658,Ostrava,Headphones,Store,1,0.15,2500,2125.0
216,2025-07-19,37266,Ostrava,Mouse,Partner,2,0.15,800,1360.0
217,2024-08-12,34664,Plzeň,Keyboard,Online,4,0.1,1500,5400.0
218,2025-01-19,42735,Praha,Headphones,Online,3,0.1,2500,6750.0
219,2025-02-06,15853,Olomouc,Laptop,Store,4,0.05,25000,95000.0
220,2025-09-29,14283,Brno,Headphones,Partner,2,0.05,2500,4750.0
221,2024-05-09,34950,Olomouc,Mouse,Online,1,0.15,800,680.0
222,2024-02-22,44307,Praha,Keyboard,Online,5,0.0,1500,7500.0
223,2025-11-14,11470,Ostrava,Headphones,Online,3,0.0,2500,7500.0
224,2025-12-30,2956,Olomouc,Mouse,Online,1,0.0,800,800.0
225,2025-11-02,4152,Ostrava,Monitor,Partner,2,0.15,7000,11900.0
226,2025-12-10,32924,Praha,Mouse,Store,4,0.0,800,3200.0
227,2025-02-19,3432,Olomouc,Laptop,Partner,1,0.0,25000,25000.0
228,2024-09-03,30807,Ostrava,Mouse,Store,3,0.1,800,2160.0
229,2025-03-14,37009,Ostrava,Keyboard,Partner,2,0.0,1500,3000.0
230,2024-07-21,41631,Ostrava,Laptop,Online,4,0.05,25000,95000.0
231,2024-07-02,15885,Plzeň,Headphones,Online,4,0.0,2500,10000.0
232,2024-05-02,49203,Praha,Monitor,Store,2,0.0,7000,14000.0
233,2025-02-04,22319,Brno,Mouse,Partner,1,0.05,800,760.0
234,2024-10-20,30553,Olomouc,Mouse,Partner,3,0.05,800,2280.0
235,2024-10-06,18067,Olomouc,Mouse,Online,4,0.0,800,3200.0
236,2025-09-01,19079,Olomouc,Mouse,Partner,2,0.1,800,1440.0
237,2024-07-16,8503,Plzeň,Laptop,Partner,4,0.0,25000,100000.0
238,2025-05-25,49564,Plzeň,Headphones,Partner,1,0.1,2500,2250.0
239,2024-05-23,29800,Plzeň,Keyboard,Partner,1,0.0,1500,1500.0
240,2025-08-31,41821,Olomouc,Headphones,Partner,2,0.05,2500,4750.0
241,2024-07-19,37570,Praha,Mouse,Partner,3,0.0,800,2400.0
242,2024-05-03,42760,Ostrava,Laptop,Store,4,0.0,25000,100000.0
243,2024-07-05,22896,Brno,Mouse,Online,5,0.05,800,3800.0
244,2024-11-21,13794,Olomouc,Keyboard,Partner,4,0.1,1500,5400.0
245,2025-04-08,1839,Ostrava,Monitor,Partner,1,0.15,7000,5950.0
246,2024-12-14,41982,Praha,Laptop,Online,3,0.0,25000,75000.0
247,2025-10-21,8842,Praha,Monitor,Online,5,0.15,7000,29750.0
248,2025-02-06,16798,Olomouc,Monitor,Online,3,0.05,7000,19950.0
249,2024-12-11,16297,Brno,Laptop,Partner,3,0.1,25000,67500.0
250,2025-05-25,36293,Brno,Monitor,Partner,3,0.1,7000,18900.0
251,2024-05-26,18697,Brno,Laptop,Partner,4,0.1,25000,90000.0
252,2024-05-27,48129,Brno,Monitor,Store,3,0.15,7000,17850.0
253,2025-12-11,1477,Brno,Keyboard,Store,3,0.05,1500,4275.0
254,2025-05-03,17870,Brno,Monitor,Store,1,0.0,7000,7000.0
255,2025-10-01,44184,Plzeň,Keyboard,Partner,2,0.0,1500,3000.0
256,2025-07-04,17108,Olomouc,Keyboard,Partner,5,0.05,1500,7125.0
257,2024-12-03,15173,Olomouc,Mouse,Online,2,0.15,800,1360.0
258,2025-10-02,41392,Olomouc,Mouse,Partner,4,0.05,800,3040.0
259,2025-04-17,12317,Ostrava,Laptop,Partner,3,0.05,25000,71250.0
260,2024-05-30,13829,Ostrava,Headphones,Store,1,0.1,2500,2250.0
261,2025-02-18,20855,Olomouc,Headphones,Online,1,0.0,2500,2500.0
262,2024-10-24,9425,Olomouc,Headphones,Store,1,0.0,2500,2500.0
263,2025-09-02,22172,Brno,Mouse,Store,5,0.1,800,3600.0
264,2024-09-19,42600,Plzeň,Mouse,Partner,3,0.0,800,2400.0
265,2024-05-23,15282,Olomouc,Mouse,Online,1,0.05,800,760.0
266,2024-12-11,23452,Olomouc,Laptop,Store,5,0.15,25000,106250.0
267,2025-09-15,23067,Praha,Keyboard,Online,1,0.15,1500,1275.0
268,2025-07-25,19035,Ostrava,Laptop,Partner,5,0.05,25000,118750.0
269,2024-01-02,10420,Praha,Monitor,Online,2,0.1,7000,12600.0
270,2024-10-30,27438,Ostrava,Mouse,Store,1,0.05,800,760.0
271,2024-09-10,46843,Brno,Keyboard,Partner,1,0.15,1500,1275.0
272,2025-10-13,44302,Olomouc,Mouse,Store,3,0.0,800,2400.0
273,2025-03-28,21887,Brno,Monitor,Partner,4,0.05,7000,26600.0
274,2024-02-06,43619,Plzeň,Laptop,Partner,2,0.0,25000,50000.0
275,2024-06-08,35787,Ostrava,Monitor,Store,1,0.15,7000,5950.0
276,2024-01-09,39640,Plzeň,Laptop,Store,4,0.05,25000,95000.0
277,2024-08-20,25502,Praha,Keyboard,Store,1,0.15,1500,1275.0
278,2024-04-08,8223,Ostrava,Headphones,Partner,1,0.0,2500,2500.0
279,2025-10-20,1069,Plzeň,Mouse,Online,3,0.15,800,2040.0
280,2024-07-26,6575,Ostrava,Laptop,Partner,2,0.1,25000,45000.0
281,2024-05-10,22144,Praha,Mouse,Online,4,0.05,800,3040.0
282,2025-02-07,33429,Olomouc,Headphones,Partner,1,0.05,2500,2375.0
283,2024-05-31,37419,Olomouc,Monitor,Partner,3,0.15,7000,17850.0
284,2024-02-23,28338,Brno,Headphones,Partner,3,0.0,2500,7500.0
285,2024-04-29,17023,Praha,Monitor,Store,4,0.1,7000,25200.0
286,2025-11-03,30837,Plzeň,Laptop,Partner,1,0.0,25000,25000.0
287,2025-09-19,5291,Ostrava,Monitor,Partner,4,0.1,7000,25200.0
288,2025-08-09,48885,Ostrava,Mouse,Partner,3,0.0,800,2400.0
289,2025-09-16,37950,Plzeň,Headphones,Partner,2,0.1,2500,4500.0
290,2025-02-23,12641,Ostrava,Keyboard,Partner,3,0.05,1500,4275.0
291,2025-02-25,14026,Ostrava,Laptop,Partner,2,0.05,25000,47500.0
292,2024-04-13,18619,Ostrava,Monitor,Partner,4,0.15,7000,23800.0
293,2024-09-10,12631,Brno,Keyboard,Store,5,0.15,1500,6375.0
294,2024-08-14,8007,Praha,Keyboard,Online,5,0.0,1500,7500.0
295,2024-04-21,15543,Brno,Mouse,Store,2,0.1,800,1440.0
296,2025-05-24,5309,Ostrava,Headphones,Partner,1,0.0,2500,2500.0
297,2025-04-17,35030,Praha,Monitor,Partner,1,0.15,7000,5950.0
298,2024-04-08,19431,Olomouc,Keyboard,Partner,4,0.0,1500,6000.0
299,2024-06-01,29466,Ostrava,Keyboard,Store,4,0.15,1500,5100.0
300,2024-12-03,23778,Brno,Laptop,Online,4,0.0,25000,100000.0
301,2025-12-06,39728,Brno,Keyboard,Online,5,0.05,1500,7125.0
302,2024-06-11,18666,Ostrava,Keyboard,Store,1,0.05,1500,1425.0
303,2025-12-20,39230,Brno,Keyboard,Partner,2,0.1,1500,2700.0
304,2025-11-11,7497,Olomouc,Mouse,Store,4,0.15,800,2720.0
305,2024-06-09,40060,Plzeň,Headphones,Store,1,0.0,2500,2500.0
306,2025-08-02,30989,Ostrava,Headphones,Online,2,0.0,2500,5000.0
307,2025-02-01,44824,Olomouc,Monitor,Partner,3,0.15,7000,17850.0
308,2024-10-03,17938,Ostrava,Headphones,Online,4,0.1,2500,9000.0
309,2025-05-18,23563,Brno,Mouse,Partner,1,0.0,800,800.0
310,2025-01-26,29813,Ostrava,Monitor,Online,3,0.0,7000,21000.0
311,2024-05-14,41869,Ostrava,Laptop,Online,2,0.05,25000,47500.0
312,2024-07-13,34027,Brno,Laptop,Partner,1,0.1,25000,22500.0
313,2025-02-04,29673,Praha,Mouse,Store,4,0.0,800,3200.0
314,2025-10-01,33616,Plzeň,Laptop,Online,3,0.05,25000,71250.0
315,2024-02-02,35282,Praha,Laptop,Partner,2,0.0,25000,50000.0
316,2025-11-18,48709,Ostrava,Keyboard,Store,3,0.05,1500,4275.0
317,2025-04-04,27713,Ostrava,Headphones,Online,3,0.0,2500,7500.0
318,2025-04-14,25664,Plzeň,Mouse,Store,5,0.1,800,3600.0
319,2025-01-09,9035,Praha,Monitor,Online,3,0.05,7000,19950.0
320,2024-01-22,24897,Plzeň,Monitor,Online,2,0.05,7000,13300.0
321,2025-10-31,39772,Plzeň,Headphones,Store,2,0.0,2500,5000.0
322,2024-02-07,35938,Brno,Laptop,Online,3,0.15,25000,63750.0
323,2024-08-17,38762,Plzeň,Headphones,Online,3,0.05,2500,7125.0
324,2024-12-30,27625,Brno,Headphones,Online,1,0.15,2500,2125.0
325,2025-07-16,14230,Brno,Monitor,Online,2,0.0,7000,14000.0
326,2025-03-13,9297,Brno,Laptop,Partner,4,0.05,25000,95000.0
327,2024-10-09,13601,Olomouc,Mouse,Partner,1,0.05,800,760.0
328,2024-01-27,38652,Plzeň,Headphones,Partner,3,0.1,2500,6750.0
329,2024-08-13,46601,Olomouc,Monitor,Store,5,0.1,7000,31500.0
330,2024-10-03,12191,Ostrava,Keyboard,Partner,2,0.15,1500,2550.0
331,2025-08-31,15627,Brno,Headphones,Online,2,0.1,2500,4500.0
332,2024-10-10,42154,Ostrava,Keyboard,Partner,3,0.15,1500,3825.0
333,2025-04-25,45721,Praha,Mouse,Partner,3,0.0,800,2400.0
334,2025-03-28,18295,Brno,Monitor,Online,3,0.0,7000,21000.0
335,2025-10-20,37709,Olomouc,Mouse,Partner,1,0.05,800,760.0
336,2025-05-30,19894,Ostrava,Mouse,Online,5,0.05,800,3800.0
337,2025-06-30,13582,Olomouc,Monitor,Partner,5,0.05,7000,33250.0
338,2024-07-10,39755,Praha,Laptop,Online,3,0.0,25000,75000.0
339,2024-02-18,16740,Praha,Monitor,Online,1,0.0,7000,7000.0
340,2025-05-26,19300,Olomouc,Keyboard,Partner,4,0.1,1500,5400.0
341,2024-01-17,7698,Plzeň,Monitor,Online,5,0.15,7000,29750.0
342,2024-06-20,24632,Brno,Headphones,Partner,5,0.1,2500,11250.0
343,2024-08-07,37856,Brno,Headphones,Partner,3,0.0,2500,7500.0
344,2024-06-06,33920,Olomouc,Keyboard,Store,2,0.15,1500,2550.0
345,2025-04-21,5971,Plzeň,Headphones,Store,1,0.15,2500,2125.0
346,2024-02-15,38356,Brno,Laptop,Store,2,0.0,25000,50000.0
347,2025-01-07,40386,Praha,Keyboard,Store,2,0.0,1500,3000.0
348,2025-06-01,17418,Plzeň,Laptop,Online,4,0.1,25000,90000.0
349,2024-04-08,27384,Praha,Keyboard,Store,2,0.05,1500,2850.0
350,2024-02-06,32774,Ostrava,Monitor,Online,3,0.05,7000,19950.0
351,2024-10-06,24013,Ostrava,Laptop,Online,2,0.15,25000,42500.0
